Item Name,UNIQID2,UNIQID3,sku,SKU Code,Category,Colour,Brand,Size,Category,Tally Code,Link
3024,3024CHL,302436,3024CHL36,test_code_1549,Kurta Only,CHL,,36,Kurta Only,tally_1549,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3024,3024CHL,302438,3024CHL38,test_code_1550,Kurta Only,CHL,,38,Kurta Only,tally_1550,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3024,3024CHL,302440,3024CHL40,test_code_1551,Kurta Only,CHL,,40,Kurta Only,tally_1551,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3024,3024CHL,302442,3024CHL42,test_code_1552,Kurta Only,CHL,,42,Kurta Only,tally_1552,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3024,3024CHL,302444,3024CHL44,test_code_1553,Kurta Only,CHL,,44,Kurta Only,tally_1553,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054BU,305436,3054BU36,test_code_1554,Kurta Only,BU,,36,Kurta Only,tally_1554,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054BU,305438,3054BU38,test_code_1555,Kurta Only,BU,,38,Kurta Only,tally_1555,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054BU,305440,3054BU40,test_code_1556,Kurta Only,BU,,40,Kurta Only,tally_1556,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054BU,305442,3054BU42,test_code_1557,Kurta Only,BU,,42,Kurta Only,tally_1557,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054BU,305444,3054BU44,test_code_1558,Kurta Only,BU,,44,Kurta Only,tally_1558,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054DBU,305436,3054DBU36,test_code_1559,Kurta Only,DBU,,36,Kurta Only,tally_1559,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054DBU,305438,3054DBU38,test_code_1560,Kurta Only,DBU,,38,Kurta Only,tally_1560,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054DBU,305440,3054DBU40,test_code_1561,Kurta Only,DBU,,40,Kurta Only,tally_1561,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054DBU,305442,3054DBU42,test_code_1562,Kurta Only,DBU,,42,Kurta Only,tally_1562,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054DBU,305444,3054DBU44,test_code_1563,Kurta Only,DBU,,44,Kurta Only,tally_1563,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054DGN,305436,3054DGN36,test_code_1564,Kurta Only,DGN,,36,Kurta Only,tally_1564,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054DGN,305438,3054DGN38,test_code_1565,Kurta Only,DGN,,38,Kurta Only,tally_1565,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054DGN,305440,3054DGN40,test_code_1566,Kurta Only,DGN,,40,Kurta Only,tally_1566,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054DGN,305442,3054DGN42,test_code_1567,Kurta Only,DGN,,42,Kurta Only,tally_1567,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054DGN,305444,3054DGN44,test_code_1568,Kurta Only,DGN,,44,Kurta Only,tally_1568,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054GR,305436,3054GR36,test_code_1569,Kurta Only,GR,,36,Kurta Only,tally_1569,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054GR,305438,3054GR38,test_code_1570,Kurta Only,GR,,38,Kurta Only,tally_1570,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054GR,305440,3054GR40,test_code_1571,Kurta Only,GR,,40,Kurta Only,tally_1571,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054GR,305442,3054GR42,test_code_1572,Kurta Only,GR,,42,Kurta Only,tally_1572,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054GR,305444,3054GR44,test_code_1573,Kurta Only,GR,,44,Kurta Only,tally_1573,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054MN,305436,3054MN36,test_code_1574,Kurta Only,MN,,36,Kurta Only,tally_1574,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054MN,305438,3054MN38,test_code_1575,Kurta Only,MN,,38,Kurta Only,tally_1575,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054MN,305440,3054MN40,test_code_1576,Kurta Only,MN,,40,Kurta Only,tally_1576,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054MN,305442,3054MN42,test_code_1577,Kurta Only,MN,,42,Kurta Only,tally_1577,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054MN,305444,3054MN44,test_code_1578,Kurta Only,MN,,44,Kurta Only,tally_1578,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054FZ,305436,3054FZ36,test_code_1579,Kurta Only,FZ,,36,Kurta Only,tally_1579,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054FZ,305438,3054FZ38,test_code_1580,Kurta Only,FZ,,38,Kurta Only,tally_1580,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054FZ,305440,3054FZ40,test_code_1581,Kurta Only,FZ,,40,Kurta Only,tally_1581,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054FZ,305442,3054FZ42,test_code_1582,Kurta Only,FZ,,42,Kurta Only,tally_1582,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3054,3054FZ,305444,3054FZ44,test_code_1583,Kurta Only,FZ,,44,Kurta Only,tally_1583,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060BU,306036,3060BU36,test_code_1584,Kurta Only,BU,,36,Kurta Only,tally_1584,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060BU,306038,3060BU38,test_code_1585,Kurta Only,BU,,38,Kurta Only,tally_1585,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060BU,306040,3060BU40,test_code_1586,Kurta Only,BU,,40,Kurta Only,tally_1586,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060BU,306042,3060BU42,test_code_1587,Kurta Only,BU,,42,Kurta Only,tally_1587,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060BU,306044,3060BU44,test_code_1588,Kurta Only,BU,,44,Kurta Only,tally_1588,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060DGN,306036,3060DGN36,test_code_1589,Kurta Only,DGN,,36,Kurta Only,tally_1589,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060DGN,306038,3060DGN38,test_code_1590,Kurta Only,DGN,,38,Kurta Only,tally_1590,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060DGN,306040,3060DGN40,test_code_1591,Kurta Only,DGN,,40,Kurta Only,tally_1591,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060DGN,306042,3060DGN42,test_code_1592,Kurta Only,DGN,,42,Kurta Only,tally_1592,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060DGN,306044,3060DGN44,test_code_1593,Kurta Only,DGN,,44,Kurta Only,tally_1593,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060GR,306036,3060GR36,test_code_1594,Kurta Only,GR,,36,Kurta Only,tally_1594,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060GR,306038,3060GR38,test_code_1595,Kurta Only,GR,,38,Kurta Only,tally_1595,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060GR,306040,3060GR40,test_code_1596,Kurta Only,GR,,40,Kurta Only,tally_1596,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060GR,306042,3060GR42,test_code_1597,Kurta Only,GR,,42,Kurta Only,tally_1597,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060GR,306044,3060GR44,test_code_1598,Kurta Only,GR,,44,Kurta Only,tally_1598,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060MN,306036,3060MN36,test_code_1599,Kurta Only,MN,,36,Kurta Only,tally_1599,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060MN,306038,3060MN38,test_code_1600,Kurta Only,MN,,38,Kurta Only,tally_1600,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060MN,306040,3060MN40,test_code_1601,Kurta Only,MN,,40,Kurta Only,tally_1601,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060MN,306042,3060MN42,test_code_1602,Kurta Only,MN,,42,Kurta Only,tally_1602,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3060,3060MN,306044,3060MN44,test_code_1603,Kurta Only,MN,,44,Kurta Only,tally_1603,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3070,3070OWH,307036,3070OWH36,test_code_1604,Kurta Only,OWH,,36,Kurta Only,tally_1604,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3070,3070OWH,307038,3070OWH38,test_code_1605,Kurta Only,OWH,,38,Kurta Only,tally_1605,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3070,3070OWH,307040,3070OWH40,test_code_1606,Kurta Only,OWH,,40,Kurta Only,tally_1606,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3070,3070OWH,307042,3070OWH42,test_code_1607,Kurta Only,OWH,,42,Kurta Only,tally_1607,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3070,3070OWH,307044,3070OWH44,test_code_1608,Kurta Only,OWH,,44,Kurta Only,tally_1608,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3070,3070WH,307036,3070WH36,test_code_1609,Kurta Only,WH,,36,Kurta Only,tally_1609,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3070,3070WH,307038,3070WH38,test_code_1610,Kurta Only,WH,,38,Kurta Only,tally_1610,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3070,3070WH,307040,3070WH40,test_code_1611,Kurta Only,WH,,40,Kurta Only,tally_1611,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3070,3070WH,307042,3070WH42,test_code_1612,Kurta Only,WH,,42,Kurta Only,tally_1612,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3070,3070WH,307044,3070WH44,test_code_1613,Kurta Only,WH,,44,Kurta Only,tally_1613,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077DOR,307736,3077DOR36,test_code_1614,Kurta Only,DOR,,36,Kurta Only,tally_1614,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077DOR,307738,3077DOR38,test_code_1615,Kurta Only,DOR,,38,Kurta Only,tally_1615,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077DOR,307740,3077DOR40,test_code_1616,Kurta Only,DOR,,40,Kurta Only,tally_1616,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077DOR,307742,3077DOR42,test_code_1617,Kurta Only,DOR,,42,Kurta Only,tally_1617,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077DOR,307744,3077DOR44,test_code_1618,Kurta Only,DOR,,44,Kurta Only,tally_1618,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077YL,307736,3077YL36,test_code_1619,Kurta Only,YL,,36,Kurta Only,tally_1619,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077YL,307738,3077YL38,test_code_1620,Kurta Only,YL,,38,Kurta Only,tally_1620,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077YL,307740,3077YL40,test_code_1621,Kurta Only,YL,,40,Kurta Only,tally_1621,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077YL,307742,3077YL42,test_code_1622,Kurta Only,YL,,42,Kurta Only,tally_1622,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077YL,307744,3077YL44,test_code_1623,Kurta Only,YL,,44,Kurta Only,tally_1623,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077GN,307736,3077GN36,test_code_1624,Kurta Only,GN,,36,Kurta Only,tally_1624,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077GN,307738,3077GN38,test_code_1625,Kurta Only,GN,,38,Kurta Only,tally_1625,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077GN,307740,3077GN40,test_code_1626,Kurta Only,GN,,40,Kurta Only,tally_1626,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077GN,307742,3077GN42,test_code_1627,Kurta Only,GN,,42,Kurta Only,tally_1627,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077GN,307744,3077GN44,test_code_1628,Kurta Only,GN,,44,Kurta Only,tally_1628,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077MH,307736,3077MH36,test_code_1629,Kurta Only,MH,,36,Kurta Only,tally_1629,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077MH,307738,3077MH38,test_code_1630,Kurta Only,MH,,38,Kurta Only,tally_1630,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077MH,307740,3077MH40,test_code_1631,Kurta Only,MH,,40,Kurta Only,tally_1631,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077MH,307742,3077MH42,test_code_1632,Kurta Only,MH,,42,Kurta Only,tally_1632,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3077,3077MH,307744,3077MH44,test_code_1633,Kurta Only,MH,,44,Kurta Only,tally_1633,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079OR,307936,3079OR36,test_code_1634,Kurta Only,OR,,36,Kurta Only,tally_1634,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079OR,307938,3079OR38,test_code_1635,Kurta Only,OR,,38,Kurta Only,tally_1635,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079OR,307940,3079OR40,test_code_1636,Kurta Only,OR,,40,Kurta Only,tally_1636,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079OR,307942,3079OR42,test_code_1637,Kurta Only,OR,,42,Kurta Only,tally_1637,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079OR,307944,3079OR44,test_code_1638,Kurta Only,OR,,44,Kurta Only,tally_1638,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079DOR,307936,3079DOR36,test_code_1639,Kurta Only,DOR,,36,Kurta Only,tally_1639,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079DOR,307938,3079DOR38,test_code_1640,Kurta Only,DOR,,38,Kurta Only,tally_1640,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079DOR,307940,3079DOR40,test_code_1641,Kurta Only,DOR,,40,Kurta Only,tally_1641,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079DOR,307942,3079DOR42,test_code_1642,Kurta Only,DOR,,42,Kurta Only,tally_1642,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079DOR,307944,3079DOR44,test_code_1643,Kurta Only,DOR,,44,Kurta Only,tally_1643,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079MH,307936,3079MH36,test_code_1644,Kurta Only,MH,,36,Kurta Only,tally_1644,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079MH,307938,3079MH38,test_code_1645,Kurta Only,MH,,38,Kurta Only,tally_1645,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079MH,307940,3079MH40,test_code_1646,Kurta Only,MH,,40,Kurta Only,tally_1646,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079MH,307942,3079MH42,test_code_1647,Kurta Only,MH,,42,Kurta Only,tally_1647,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3079,3079MH,307944,3079MH44,test_code_1648,Kurta Only,MH,,44,Kurta Only,tally_1648,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3086,3086MN,308636,3086MN36,test_code_1649,Kurta Only,MN,,36,Kurta Only,tally_1649,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3086,3086MN,308638,3086MN38,test_code_1650,Kurta Only,MN,,38,Kurta Only,tally_1650,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3086,3086MN,308640,3086MN40,test_code_1651,Kurta Only,MN,,40,Kurta Only,tally_1651,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
3086,3086MN,308642,3086MN42,test_code_1652,Kurta Only,MN,,42,Kurta Only,tally_1652,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
